"song","glottocode","type","region","family_id","family_name","latitude","longitude","ex_simple_lowenergy_mean","ex_simple_brightness_mean","ex_simple_roughness_mean","ex_simple_centroid_mean","ex_spectral_centroid_mean","ex_spectral_brightness_mean","ex_spectral_spread_mean","ex_spectral_skewness_mean","ex_spectral_kurtosis_mean","ex_spectral_rolloff95_mean","ex_spectral_rolloff85_mean","ex_spectral_spectenropy_mean","ex_spectral_flatness_mean","ex_spectral_roughness_mean","ex_spectral_irregularity_mean","ex_tonal_keyclarity_mean","ex_tonal_mode_mean","ex_rhythm_tempo_mean","ex_rhythm_attack_time_mean","ex_rhythm_attack_slope_mean","ex_dynamics_rms_mean","ex_spectral_centroid_std","ex_spectral_brightness_std","ex_spectral_spread_std","ex_spectral_skewness_std","ex_spectral_kurtosis_std","ex_spectral_rolloff95_std","ex_spectral_rolloff85_std","ex_spectral_spectenropy_std","ex_spectral_flatness_std","ex_spectral_roughness_std","ex_spectral_irregularity_std","ex_tonal_keyclarity_std","ex_tonal_mode_std","ex_rhythm_tempo_std","ex_rhythm_attack_time_std","ex_rhythm_attack_slope_std","ex_dynamics_rms_std"
"NHS2-0DSZ","cent1972","Dance","Middle East","indo1319","Indo-European",35.6539,45.8077,-0.686716625304638,-0.401290208443473,-0.42083625100838,-0.446717649047267,-0.105265780141106,0.276826342901422,0.0678068396345623,0.587514107831268,0.210656599829828,-0.767103440253762,-0.452542704326454,-0.499141247906405,-0.144488750204216,-0.432837715278534,0.0128686741779459,0.34827818043815,1.00166199232114,-0.876211601704455,-0.177493220690464,-0.318193135854493,0.181249977182745,1.83932772512729,0.785808452049838,1.6397429114076,0.83275948267618,0.358029534552995,2.86163773497235,2.74932115921586,0.792359594190942,1.69702941617985,-0.412812081521042,0.871466874312039,0.49063840839598,-0.57295939578774,-0.183239173599528,-0.41575112130248,-0.435279397370685,0.725832840723004
"NHS2-0DXY","lito1235","Play","Central Africa","atla1278","Atlantic-Congo",2.69,19.24,-0.0532505659608079,1.61249617187998,0.245703938933332,0.889599711229177,1.04213160487078,1.86862316038846,0.0129617925502305,-0.902319515142324,-0.790115153636767,0.626504828517206,0.598819094533885,1.47782795874402,0.163472489608175,1.5371403940638,-0.0593944421417906,-0.250226716974402,2.07965283900893,2.11145487065633,-0.51207993254906,-0.665512508405601,0.911632765423383,-1.14199224050014,-1.67919429258319,-1.00809934625032,-1.88269420424073,-1.10383007117051,-0.603898911703248,-1.18473016205807,-1.58802466353018,-0.856769313141656,0.116581660980432,-1.41148820691261,0.696989746526324,0.857355541084417,0.42861146548008,-0.386178780931326,-1.16131338207871,-1.81068731861014
"NHS2-0ERR","kara1483","Work","Eastern Africa","nilo1247","Nilotic",2.45157,34.2761,1.42483690584146,0.447274640593699,-0.426176385231109,-0.286638652468169,-0.0384918009936996,0.364079247328942,-0.0683764122563812,0.106151254131496,-0.157779144958433,-0.324427872526513,-0.304879530329216,0.0372076079752345,-0.0498688218728973,-0.469934893980229,-0.65618029477746,-0.351097212914702,-0.0732373334754602,-0.703815575626534,0.157093491168131,-1.22508219369704,-1.71541678664053,-0.761913912959048,-0.549468102448012,0.829987505260447,0.069514346251406,0.169166721591285,1.14013917276913,-0.301435026408764,-0.347223099166799,0.245663550016862,0.800900996392121,1.11373463250999,1.20920795478831,-0.277666991381215,1.56097553714177,0.438870223410404,1.33337372168766,1.54573123229691
"NHS2-0KOG","maor1246","Mourning","Polynesia","aust1307","Austronesian",-38.2881,176.541,-0.757101743009499,0.0945763013361531,0.391217727094641,0.370853250318908,0.470684431912163,0.114498460726677,0.300690360760203,-0.846479321588247,-0.805028057538404,0.138741934447367,0.814407328569853,0.851692776804746,0.201523698376215,0.33516403555804,1.23005140733247,0.999241313496104,-0.0356740313794437,-0.605604531358749,-1.01396000033698,0.300177621126959,0.961733707581752,-0.0206426104890736,-0.631408597849226,0.207111779238556,-1.14038752989476,-1.01818176307734,-0.117131924392745,-0.00970738427084844,-1.04684368160309,-0.23372342544467,0.0584435818149332,-0.379530210392704,-0.235836187907908,0.13078671124922,1.65830681080735,-0.276095364603776,-0.832507706737227,-1.12888606073705
"NHS2-0NEA","gren1247","Play","Caribbean","indo1319","Indo-European",12.0067,-61.6989,0.333867581415982,1.633288148464,0.633433218517113,1.02350959544378,1.29415948034535,1.74924691978181,0.541816082862004,-1.22099246061519,-1.05939613604166,1.16550332070362,1.26920990448135,1.34901556525768,0.444788962249828,0.230300311095555,0.679042158841035,2.20896134479005,0.244245888471325,0.541121033381914,-0.177493220690464,-0.347459446856515,-0.298050051924656,0.0681493991432033,-0.038108547698308,-0.504968052166467,-0.872499099733626,-0.907372418227719,-0.659987964103164,0.0534000626414998,-0.753921916188861,-0.491120221930794,0.343692558260559,-0.303568443095842,1.62401118642739,2.66176891560406,-0.867488841231493,0.113441148218636,-0.423284879784604,0.0553949559490524
"NHS2-0NL4","stan1295","Story","Central Europe","indo1319","Indo-European",48.649,12.4676,0.0875196694489297,-0.95578895017983,-0.202171263886401,-0.839752050116435,-0.989762594421665,-1.19839419735361,-0.909605518011414,1.04409930809707,0.997331989408051,-0.918760810678838,-0.978223603756624,-0.887813310625798,-0.79318725181863,-0.0900084768818301,-0.918757662523394,1.03327534326298,0.134816748898756,-0.0212704146293534,-0.0101998647611533,-0.170265975750928,-0.374654437833511,-0.478509125263389,-0.100768968432114,0.230084400991289,1.44892904478584,1.17565338647682,0.118668773425542,-0.0663133148762962,-0.229118666063499,-0.172673413415788,0.105011482189884,-0.303654051689755,0.954160680883958,1.26795879220577,0.00620008269701646,-0.0751992015007721,1.57486162334196,0.696480180092143
"NHS2-0NMW","pure1242","Praise","Central Mexico","tara1323","Tarascan",19.2467,-101.631,-0.229213360222984,-0.772799963808162,-0.136741309422438,-0.737227749933995,-0.768543628165808,-0.829327036907578,-0.668583998111003,0.88467266472211,0.749582985403488,-1.00073776766537,-0.617925459203362,-0.796368123109924,-0.670279790346009,-0.196444819464166,-0.248803899161132,-0.348692173609697,0.0673903886924353,-0.465553162470169,0.826266914885305,0.875728289984432,-0.439463251292467,-0.388815574494457,-0.272060133486461,0.0729101672246132,0.518923557474072,0.647402115231258,0.179174894019332,-0.507482305164747,-0.201558196353801,-0.406324464285132,-0.0838625964503936,-0.272099283803959,-1.66768637065699,0.462468098547971,-0.371936180032443,-0.00077970109317435,0.793216813107906,0.68298626769984
"NHS2-0NQ8","tuvi1240","Mourning","Central Asia","turk1311","Turkic",51.7,94.36667,-0.545946389894899,-0.385399280199538,-0.429168960844261,-0.360043139209867,0.238572165695413,-0.374294945101923,1.82916989800635,-0.463673226689881,-0.73788155687829,1.85001091154111,-0.0390858171341862,-1.5587447072024,1.55025363818619,-0.498484978595801,-0.362015694911821,-1.00051308774314,-0.480783901031193,-0.0190905750818212,-0.846666644407661,-0.348734301825044,0.0260901682383825,2.17922890618191,1.04473882422886,1.88111042662678,0.360643296144223,-0.341383508669466,1.50762322768863,2.85540473292583,3.27192865294522,3.5063903002996,-0.603393789948539,0.185768126087198,-2.17493860447016,-0.970286301226515,-0.598436139394515,-0.566439985750277,0.521833462094006,0.791650260761268
"NHS2-0OA3","piar1243","Work","Northwestern South America","sali1297","Saliban",4.41805,-67.7574,1.07291131731711,0.888066308463429,0.534846126628439,0.428716595332123,0.677849192150293,1.5948777478687,-0.634840078415261,-0.889312904729522,-0.559453596779845,-0.488381786499568,0.409810231817419,1.7498358338103,-0.29247980630284,1.42147610190445,-1.17156007346113,-1.53741802874974,0.387590583615772,0.468846122778162,-0.512079932549066,-0.592619310211825,-0.105016721387716,-0.581485270257143,-0.515781353330323,-0.6184601340593,-1.56065183313936,-0.876519372739383,-0.281879281136159,-1.14932874197092,-1.24232759573826,-0.281054355330947,0.0444614246356778,-0.638556859051174,0.121560824216453,0.205815491540857,0.433422092849123,-0.585056295849298,-0.661411820433962,-0.895932006695852
"NHS2-0OOB","kuik1246","Story","Eastern South America","cari1283","Cariban",-12.3035,-53.2261,-0.704138684142472,0.0835208396153177,-0.332224093944203,-0.427823875501219,-0.312552344710236,0.287797820071335,-0.998299624141658,-0.254839037547646,0.0718528227782036,-0.752757472781119,0.0258859794245989,0.483728775954923,-0.966963203696988,-0.289446929481769,0.808929665784815,-0.376688972511154,-1.00780262850051,-0.750987160491043,0.826266914885338,-0.39977871234277,0.239924468275403,-0.628419565962386,0.530810143728437,-1.3909718409511,0.663445660434986,0.249375401160666,-1.44173603611243,-1.00985738716017,0.12396064688056,-1.10524108577165,0.120983028083917,2.22197365012155,-0.918778441706163,-0.475440494639889,-1.88701287532492,1.15354456562742,-0.110135462971984,0.608727281090024
"NHS2-0Q6G","xhos1239","Praise","Southern Africa","atla1278","Atlantic-Congo",-31.0389,28.0769,1.31925922928415,-0.603904878913787,0.183789432444889,-0.410397694271605,-0.546370749398924,-0.756941766856925,-0.272882976739864,-0.131590706462679,-0.252903886336215,-0.176869349950764,-0.216281625930873,-0.107063226123111,-0.283382104226973,-0.107394467570912,-0.411024385366069,-1.89010430903057,-0.736144550216889,1.46613745645137,-0.51207993254906,-0.212697347315833,-0.0974387364566823,-0.549546211882752,-0.501142876940894,-0.756924530543413,0.143421225486049,-0.0485174108674357,-0.398947695536074,-0.298890433673136,-0.017952868182936,-0.548559842310258,0.0292707134237537,-1.62466707549429,-0.833492167058578,0.129356063460903,1.0680490644656,-0.730514568223615,0.581062311196348,-0.765472658913368
